id,source,hotel_name_from_roomlist,city_from_roomlist,address_from_roomlist,room_name,room_size,number_of_people_min,number_of_people_max,price_per_day,description,info_link,img_link,placeUUID,distance,placeName
,venuu,Brygghuset,STOCKHOLM,"Norrtullsgatan 12N, 11327 STOCKHOLM",Möteslokal 8 personer,,,8,7220,"Bara ett stenkast från Odenplan. Detta vackra K-märkta hus är utformat för möten mellan människor - oavsett om det gäller möten, kickoffs, coworking, livekonserter, bröllop eller andra händelser värda något extra. Allt samlat under ett och samma tak.Detta rum passar för mindre möten och sammankomster. Rummet är 15 kvm, rymmer upp till 8 personer och är utrustat med 65” skärm samt videoteknik. Precis runt hörnet finns gemensamma loungeytor när ni behöver sträcka på benen.",https://venuu.se/lokaler/brygghuset-moteslokal-8-personer,https://files.venuu.se/attachments/000/191/561/e86f730285e1e29a48dae83bc515a002d8611852.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Best Western Kom Hotel,Stockholm,"Döbelnsg. 17 , 111 40  Stockholm",Von Döbeln,,,20,6600,"Von Döbeln är ett fräscht, nyrenoverat konferensrum där du med fördel kan genomföra möten med upp till 25 deltagare. En lång fönsterrad längs rummet ger angenämt dagsljusinsläpp. Lokalen är utrustad med all den teknik som behövs för ett välfungerande möte. Konferenslokalen är miljövänlig och Svanen-märkt.Georg Carl von Döbeln, svensk friherre, generallöjtnant och ryktbar krigshjälte har gett namn åt lokalen. Hans valspråk som friherre var: ""Ära, skyldighet, wilja"", vilket har blivit ett bevingat uttryck och pryder Carl von Döbelns gravsten på S:t Johannes kyrkogård, granne med vårt hotell.",https://venuu.se/lokaler/best-western-kom-hotel-von-dobeln,https://files.venuu.se/attachments/000/051/709/13424215ee2112cb234495eece38c18ca8f179a2.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Hotell Continental du Sud,Ystad,"Hamngatan 13, 271 43 Ystad",Galleriet,,,50,,"Continental du Sud i Ystad är Sveriges äldsta hotell och har varit ett hem för livsnjutare och celebriteter i nästan 200 år. Rätt förutsättningar för era mötenI en tidlös miljö erbjuder vi funktionella konferenslokaler för det formella mötet men också ytor för de informella mötena som äger rum mellan kollegor så snart dagordningen är lagd åt sidan. Vi skapar en miljö som ger din konferens rätt förutsättningar för alla typer av möten.Vår restaurang Brasserie du Sud erbjuder välförtjänt återhämtning i en klassisk miljö. Här förfinar och förnyar vi skånska råvaror ständigt, för att alltid presentera nya, utsökta smaker. Det är ingen slump att Henning Mankell valde att placera Kommissarie Wallander som återkommande gäst i restaurangen på Continental du Sud för att varva ner mellan sina utredningar i Ystad.Personlig serviceNär du och dina kollegor anländer, möter våra konferensvärdar er och visar er rätt. Konferensvärdarna finns tillgängliga för era önskemål under hela er vistelse och ser bland annat till att ni alltid har mineralvatten och färsk frukt på rummet.Konferenslokaler efter ditt syfteDin konferens ska alltid ske i den bäst anpassade lokalen för dina syften. På Continental du Sud har vi inrett olika lokaler för att passa varierande behov och storlek på sällskap. För sällskap på 3-60 deltagare kan ni ta del av våra smidiga konferenspaket och är ni fler än 60 deltagare komponerar vi istället ett personligt paket efter era önskemål.",https://venuu.se/lokaler/hotell-continental-du-sud-galleriet,https://files.venuu.se/attachments/000/131/465/b4c79382d947f6ff27375dfb0d87459fe89f3e6a.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Best Western Kom Hotel,Stockholm,"Döbelnsg. 17 , 111 40  Stockholm",Svea,,,30,7600,"Svea är ett av våra tre helt nya konferensrum och har en kapacitet på upp till 30 personer. Här kan du välja mellan att möblera med bio-, skol eller u-bordssittning. Lokalen ligger avskilt i en separat fastighet och är fullt utrustad för att möta alla moderna konferensbehov och är dessutom miljövänlig och Svanen-märkt.Lokalen är döpt efter Sveavägen, Stockholms 2,5 km långa paradgata. Det äldsta kända namn är Roslagzgathun (1648). Enligt en ofta skildrad, men felaktig, uppgift hade Kung Gustav III visioner om en stor, esplanadliknande gata från Stockholms slott till Brunnsviken, som visuellt skulle sluta i Stora Haga slott, vars rester idag är Haga slottsruin (ej dagens Haga slott).",https://venuu.se/lokaler/best-western-kom-hotel-svea,https://files.venuu.se/attachments/000/122/958/b05e3fcafde4affbf5bec523d01a202e80b3671a.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Världskulturmuseet,Göteborg,"Södra Vägen 54, 412 54 Göteborg",Seminarierum 1,,,20,5500,"Världskulturmuseets kärna utgörs av den stora ljusa trappan, och i museet finns många spännande ytor att mötas på. Här finns fyra seminarierum och ett auditorium samt de fem utställningsgallerierna som placerar gästerna mitt i vår tids spännande frågeställningar. Museets ljusa och moderna arkitektur erbjuder fantastiska möjligheter att skräddarsy event, alltifrån den stora mässan till det lilla mötet. Världskulturmuseet har varit värd för företagsevent, kundmingel, modevisningar, mässor och privata middagar. Museet är även en utmärkt lokal för bröllop och andra privata högtidsstunder.I Seminarierum 1 ryms max 20 personer i styrelsesittning.",https://venuu.se/lokaler/varldskulturmuseet-seminarierum-1,https://files.venuu.se/attachments/000/030/959/61417b4edac446cfb42a2f5a9e3435faffa87b0c.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Nalen National,Stockholm,"Regeringsgatan 74, 111 39 Stockholm",,,,18,5000,"National är ett avlångt rum med ett gigantiskt styrelsebord med plats för 18 personer. Rummet har fönster längs med ena långsidan mot Regeringsgatan som gör rummet väldigt ljust och luftigt. National pryds av två fina kakelugnar från 1800 talet.I National ingår projektor alternativt LCD-skärm. Digital konferens finns tillgängligt, bokas senast 1 vecka före arrangemang och offereras separat. Precis som i alla våra andra konferenslokaler så finns en grundutrustning med wifi, TV, whiteboard, blädderblock, block och pennor.När ni bokar Nalens lokaler så får ni en kontaktperson som håller i den generella detaljplaneringen och på plats tar våra konferensvärdar och hovmästare hand om er.Hur klarar man en heldagskonferens utan en härlig lunch? För kortare möten finns såklart färska smörgåsar, bakverk och fruktkorg.För oss på Nalen är hantverket bakom maten lika viktigt, oavsett om ni är två eller två hundra gäster. Vi lagar all mat och fika från grunden i vårt egna svanenmärkta kök, i Nalen Restaurang.Våra palatsliknande salar och vackra rum skänker oslagbar glans och charm till konferenser och möten. Välj bland sju möteslokaler i olika storlek, från 2 till 450 personer.Varmt välkomna!",https://venuu.se/lokaler/nalen-national,https://files.venuu.se/attachments/000/052/511/021fcdcf8610f139df51f1cef2aa10e494498e7b.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Best Western Kom Hotel,Stockholm,"Döbelnsg. 17 , 111 40  Stockholm",Brunkeberg,,,100,14100,"Brunkeberg är vår största lokal med kapacitet upp till 100 personer och möjlighet till många olika sittningar. Det upphöjda podiet, gör att talaren är väl synlig vart du än sitter och en lång rad fönster samt takfönster ger fantastiskt bra dagsljusinsläpp i hela lokalen. Konferenslokalen är miljövänlig och Svanen-märkt.Sitt namn har lokalen fått av Brunkebergstorg som ligger ett stenkast från vårt hotell, mest känt för slaget vid Brunkeberg som utkämpades den 10 oktober 1471. En ryktbar drabbning mitt i nuvarande Stockholm City och som ofta beskrivs som den danska invasionen av Sverige.",https://venuu.se/lokaler/best-western-kom-hotel-brunkeberg,https://files.venuu.se/attachments/000/051/459/1d51fb2c67c73c4cd5a8b45a95330fe9378079ed.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Best Western Kom Hotel,Stockholm,"Döbelnsg. 17, 111 40 Stockholm",Birger,,,60,11150,"Birger är ett modernt konferensrum. Med utrymme för 60 personer kan du välja mellan flera olika sittningar och anpassa lokalen helt efter dina mötesbehov. Projektor, kateder och pulpet finns som standard i lokalen. Den har dagsljus och är inredd i ljusa färger, är fullutrustad, miljövänlig och Svanen-märkt.Birger Jarlsgatan, som gett namn åt lokalen, har anor från 1680-talet. Gatan, som idag är en av Stockholms större och längre gator, fick sin sträckning längs den igenfyllda ”Rännilen” – en bäck som avvattnade sjön Träsket och sträckte sig från Brunnsviken via Jarlaplan till Nybroviken. Gatan fick sitt namn 1885 av Jarlen Birger Magnusson, Birger jarl, som av tradition anses ha grundat Stockholm.",https://venuu.se/lokaler/best-western-kom-hotel-birger,https://files.venuu.se/attachments/000/023/270/3da5a7bde269bc067fa1b288c889249f3c3de521.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Ivar Stockholm,Stockholm,"Västra Trädgårdsgatan 15, 111 53 Stockholm",Svalan,,,16,,"SVALANI fönstret står en modell av världens då snabbaste motorbåt 'Svalan'. Utan problem möts 16 personer i rummet med samma namn som motorbåten.""Stockholms kanske mest klassiska affärsadress är vår. Efter en del renovering och väldigt mycket kärlek är Tändstickspalatset åter en plats för viktiga samtal och stora beslut. Det mesta är anpassat till idag utan att de vackraste detaljerna från igår gått förlorade. I mötesrummen finns plats för 4 till 36 personer, i auditoriet sitter upp till 60 personer bekvämt. Och på gården, vid fontänen, är allt som vanligt. Som om ingenting har hänt. Väl här kommer du förstå vad vi menar.""Varmt välkomna till Kapitel 8 och Tändstickspalatset!",https://venuu.se/lokaler/ivar-stockholm-svalan,https://files.venuu.se/attachments/000/014/527/24e78b8892e216dea09ebf2894216934e4a43fa4.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Best Western Kom Hotel,Stockholm,"Döbelnsg. 17, 111 40  Stockholm",Tegnér,,,36,7600,"Tegnér är kanske vår ljusaste konferenslokal, med fönster på hela sidan mot Kammakargatan som ger ett härligt ljusinsläpp. Vid behov mörklägger du enkelt lokalen för visning av film eller bildspel. 
 Rummet är lämpligt för grupper med 16-36 personer och är, som alla våra konferenslokaler, Svanen-märkt och klimatkompenserad. Lokalen är döpt efter skalden och biskopen Esaias Tegnér, en av Sveriges mest ryktbara och tillika medlem av Svenska Akademien. Han förärades en egen gata, Tegnérgatan, i Stockholms gaturevision år 1885 och de ligger precis nedanför vårt hotell.",https://venuu.se/lokaler/best-western-kom-hotel-tegner,https://files.venuu.se/attachments/000/051/702/2461f8281185cc17105949816110d2b9a026fedd.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Best Western Kom Hotel,Stockholm,"Döbelnsg. 17, 111 40 Stockholm",Sture,,,60,11150,"Sture är det tredje av våra helt nybyggda konferensrum som ligger i vår nya, separata konferensavdelning Törnet med tillgång till egen konferens-lounge. Med utrymme för 70 personer kan du välja mellan flera olika sittningar och anpassa lokalen helt efter konferensbehov du har. Lokalen är fullutrustad, miljövänlig och Svanen-märkt.Även den här lokalen har fått sitt namn från en av våra närbelägna gator, Sturegatan, som i sin tur fått sitt namn från den adliga Sture-ätten vars mest kända medlemmar är riksföreståndarna Sten Sture den äldre, Svante Nilsson (Sture) och Sten Sture den yngre. Gatan, som anlades på till 1860-talet de kålgårdar och trädgårdstäppor som löpte utmed östra sidan av Humlegården, fick sin nuvarande sträckning från Stureplan till Valhallavägen 20 år senare.",https://venuu.se/lokaler/best-western-kom-hotel-sture,https://files.venuu.se/attachments/000/023/273/6a522be9da4dc0aad346404536815ab4d9fc44c9.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Ersta Konferens & hotell,Stockholm,"Erstagatan 1K, 116 28 Stockholm",Norrbysalen,,,60,8900,"Det är inte svårt att förstå varför Norrbysalen är vår populäraste lokal. Ljus och luftig med stora fönster som vetter mot Djurgården. I den här lokalen finns det möjlighet att välja olika möblering men om man väljer biosittning finns det plats för upp till 60 personer. Norrbysalen är uppkallad efter Johannes Norrby som var direktor på Ersta diakoni under 1910-1936. Från början användes salen som matsal, möblerad med tre stora bord. Vid mittenbordet satt diakonissorna och prästerna, vid fönstret satt provsystrarna och vid väggen satt eleverna. När verksamheten växte och det behövdes mer plats användes även den intilliggande bönsalen (idag Bringsalen) för måltider. Den magnifika kristallkronan som hänger i Norrbysalen donerades till Ersta Diakonisällskap år 1940.Idag är Norrbysalen vår mest bokade lokal och används ofta till kurser och utbildningar av olika slag. Salen erbjuder god teknisk utrustning och kan möbleras väldigt flexibelt efter önskemål.",https://venuu.se/lokaler/ersta-konferens-hotell-norrbysalen,https://files.venuu.se/attachments/000/076/488/54041d220b0232276884101172e01de1decce68e.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,van der Nootska Palatset,Stockholm,"S:t Paulsgatan 21, 118 46 Stockholm",Stallet,,,20,7900,"Stallet, Palatsets gårdsbyggnad, ursprungligen uppförd för den dåtida ägarens fyrfota vänner, idag omgjort till ett ""châmbre separé"" för den kreativa konferensen. Stallet lämpar sig för grupper upp till 20 personer. Ett hus i tre våningar till Ert förfogande. Konferenssal på det gamla höloftet med synliga takbjälkar, tre effektiva grupprum på mellanplanet, samt ett eget rum för samvaro och avkoppling med glasparti mot Palatsets trädgård.Till varje konferens hör god mat och dryck! Palatset kan erbjuda allt från en slät kopp kaffe, till en lyxig tre-rätters middag. Önskar ni landgångar, snittar, tapas eller dylikt ordnar vi naturligtvis det.Julbord på palatset 2022Vad sägs om en magisk julmiddag i ett anrikt palats med Fanny- och Alexanderstämning i varenda vrå? Välkommen till van der Nootska palatsets jul. I år serveras julmiddagen direkt till bordet i fyra serveringar och innehåller bland annat sill, lax, kallskuret, julgris och klassiska sötsaker. Julbordet serveras från den 23 november till den 22 december och kostar 737-889 kr (exkl. moms) beroende på dag och tid. Vill du veta mer eller boka bord? Kontakta oss via: info@vandernootska.se",https://venuu.se/lokaler/van-der-nootska-palatset-stallet,https://files.venuu.se/attachments/000/025/178/010a0df5f62d01bf87014402e9a828940ab60cc3.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Klara Stockholm,Stockholm,"Klarabergsviadukten 90, 111 64 Stockholm",Ängsö,,,80,,ÄNGSÖVårt mötesrum Ängsö är en ljus och rymlig lokal med stora ytor och härliga fönster ut mot Klara Sjö. Ängsö har en egen dekorativt inredd lounge i anslutning till lokalen. En perfekt plats att välkomna till gästerna till eller varför inte avsluta där med ett härligt mingel.Med två välkomnande anläggningar inom samma koncern och med total 25 rum i varierande storlek har vi alltid något för dig. Den senaste tekniken och alla tänkbara hjälpmedel väntar på er. Både Ivar (Tändstickspalatset ) och Klara Stockholm har vardera vackra matsalar där det serveras en perfekt avvägd lunch varje dag. Välkomna till Klara Stockholm och Ivar Stockholm!,https://venuu.se/lokaler/klara-stockholm-angso,https://files.venuu.se/attachments/000/015/189/8c35153e04824824a7d2cfa4cab934c4d1484874.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Best Western Kom Hotel,Stockholm,"Döbelnsg. 17 , 111 40  Stockholm",Jutas,,,50,9150,"Jutas är en nyrenoverad konferenslokal med plats för max 50 personer. Beroende på önskemål och behov möbleras lokalen för biosittning, skolsittning, u-sittning eller öar. Dagsljusinsläpp och egen ventilation i lokalen sörjer för ett behagligt klimat hela dagen. Lokalen är Svanen-märkt och klimatkompenserad.Namnet kommer av en liten miniatyrgata i anslutning till hotellet, Jutas backe. Den utgår från Johannesgatan vid S:t Johannes kyrkan och leder till Birger Jarlsgatan. Gatan, i sin tur, fick namnet år 1855 efter Georg Carl von Döbeln som vann slaget vid Jutas i finska kriget 1808. Döbeln vid Jutas är också titeln på en av de mest kända dikterna i Runebergs samling Fänrik Ståls sägner.",https://venuu.se/lokaler/best-western-kom-hotel-jutas,https://files.venuu.se/attachments/000/110/585/b4095f79bd61f9e0b3402e2c884e98c89bc7bb57.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Världskulturmuseet,Göteborg,"Södra Vägen 54, 412 54 Göteborg",Seminarierum 4,,,40,6000,"Världskulturmuseets kärna utgörs av den stora ljusa trappan, och i museet finns många spännande ytor att mötas på. Här finns fyra seminarierum och ett auditorium samt de fem utställningsgallerierna som placerar gästerna mitt i vår tids spännande frågeställningar.Världskulturmuseet har varit värd för företagsevent, kundmingel, modevisningar, mässor och privata middagar. Museet är även en utmärkt lokal för bröllop och andra privata högtidsstunder.Museets ljusa och moderna arkitektur erbjuder fantastiska möjligheter att skräddarsy event, alltifrån den stora mässan till det lilla mötet. I Seminarierum 4 ryms max 20 i styrelse eller 40 i biosittning. Lokalen är L-formad och funkar bra som grupprum för 2 grupper.",https://venuu.se/lokaler/varldskulturmuseet-seminarierum-4,https://files.venuu.se/attachments/000/071/330/24162c35c566526700b4bbde04f0a8f55b495b43.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Hasselbacken,Stockholm,"Hazeliusbacken 20, 100 55 Stockholm",Princess,,,30,,"Vi på Hotell Hasselbacken välkomnar både små och stora sällskap. Vi kan även arrangera kongresser i samarbete med Cirkus för upp till 1 600 personer.Princess har ett fantastiskt ljusinsläpp, högt i tak, eleganta detaljer och tillgång till inte bara den gemensamma balkongen, utan även en privat. Med möjlighet för diverse olika sittningar kan det 35 kvm stora rummet ha så mycket som 30 personer samtidigt. Beläget på hotellets tredje våning i nära anslutning till mötesrummen Lady och Prince. Ett rum för er som letar efter det där lilla extra till ert möte eller biosittning.Utanför dörren väntar Djurgårdens fantastiska utbud av rekreation och kultur. På gångavstånd ligger Skansen, Gröna Lund, ABBA-museet, Vasamuseet, Liljevalchs konsthall och andra sevärdheter.Hotellrum, festvåning och möteslokaler är helrenoverade, i en blandning av klassisk elegans och moderna bekvämligheter. På matfronten erbjuder vi förstklassiga måltider i vår restaurang, serverade i vacker miljö med utsikt över parken. Vi har även en spännande vinkällare och ordnar vin- och ölprovningar. På våren öppnar terrassen med tillhörande park, där du både kan äta och dricka i någon av de två barerna.",https://venuu.se/lokaler/hasselbacken-princess,https://files.venuu.se/attachments/000/156/022/2f338651078441e26b863da5a21d28102db16d84.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Auktionsverket Kulturarena,Göteborg,"Tredje Långgatan 9, 41303 Göteborg",,,,240,,"I det gamla Auktionsverket från 1892 på Tredje Långgatan hittar ni Auktionsverket Kulturarena. Vi erbjuder en unik eventarena i sekelskiftsanda i centrala Göteborg. Här skapar vi alla varianter av konferenser, möten, middagar och fester helt utefter era önskemål. Vi fixar allt från lyxiga bankettmiddagar till storslagna fester. Här sätter endast fantasin gränserna och allt är möjligt från tidig morgon till sen kväll. Varmt välkomna till oss på Auktionsverket Kulturarena!",https://venuu.se/lokaler/auktionsverket-kulturarena,https://files.venuu.se/attachments/000/106/290/176f17288be3f508d50572742af593b221fb6803.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Ersta konferens & hotell,Stockholm,"Erstagatan 1K, 116 28 Stockholm",Cederschiöldsalen,,,60,8300,"I den lite nyare tillbyggnaden, Martahuset, ligger Cederschiöldsalen som är en större lokal och populär för utbildning. Möbleringsmöjligheterna i lokalen är många och flexibla. Ena långsidan består av fönster och den andra är täckt med whitebords vilket gör lokalen väldigt användbar. Salen är uppkallad efter syster Marie Cederschiöld som var Ersta diakonis första föreståndarinna. Hon var utbildad i bland annat sjukvård och anstaltsledning vid en diakonissanstalt i Tyskland. Det var Marie som skapade ""Svenska Diakoniss-Sällskapet"" efter den tyska förlagan, sällskapet som startade Sveriges första sjuksköterskeskola.",https://venuu.se/lokaler/ersta-konferens-hotell-cederschioldsalen,https://files.venuu.se/attachments/000/013/581/a07c74120f47376efc685a6c7c588a11a29dee06.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Nyböle Lada,Lund,"Nöbbelöv 831, 226 60 Lund",,,,80,12000,"På historisk mark, endast ett stenkast från Lund men ändå mitt på lundaslätten, ligger med bedårande utsikt Nyböle Lada. 2021 öppnade vi upp dörrarna till gården. Här finns utrymme för fest, bröllop och konferenser.Här går det att dansa. Här vill vi att kärlek och kreativa samtal födas och flöda. Nyböle Lada är en plats som inspirerar och manar till engagemang och kreativitet!Vår lada är varsamt renoverad. Allt du ser (och inte ser) i form av material, möbler, porslin och inredning är återbruk, närproducerat och noggrant genomtänkt. Hållbarhet är centralt för oss och genomsyrar allt vi gör. Det är så vi lever! På Nyböle Lada bjuder vi in till stunder att minnas – högt i tak, träbjälkar och med utsikt över den böljande skånska myllan utanför. Vidare har ni och ert sällskap inte bara exklusiv access till allt vår bekväma och genuina lada har att erbjuda men också förmånen att vid bröllop och fest ta med egen mat och dryck. Vi tipsar och hjälper dig gärna med kontakt mot olika cateringleverantörer. Ladan är uppdelad i en stor sal om ca 100 kvadratmeter, en loungedel med toaletter samt ett bra utrustat kök med kyl, frys, ugn och värmeskåp etc. Vi har möjlighet att ta emot ca 80 sittande gäster. Välkommen med din förfrågan till oss!",https://venuu.se/lokaler/nybole-lada,https://files.venuu.se/attachments/000/162/521/16fccffefe16a27cb8011087e67fb3d652d4ff37.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Ivar Stockholm,Stockholm,"Västra Trädgårdsgatan 15, 111 53 Stockholm",Tysta Rummet,,,12,,"TYSTA RUMMETFrån väggen blickar Ivar ner på ett bord och ett rum värdigt vilket styrelsesammanträde som helst. På väggen mittemot finns ett citat om sortier, och hur man gör en bra. Läs det.I detta rum får 12 personer plats.""Stockholms kanske mest klassiska affärsadress är vår. Efter en del renovering och väldigt mycket kärlek är Tändstickspalatset åter en plats för viktiga samtal och stora beslut. Det mesta är anpassat till idag utan att de vackraste detaljerna från igår gått förlorade. I mötesrummen finns plats för 4 till 36 personer, i auditoriet sitter upp till 60 personer bekvämt. Och på gården, vid fontänen, är allt som vanligt. Som om ingenting har hänt. Väl här kommer du förstå vad vi menar.""Ta gärna en rundtur i lokalen och låt dig inspireras: https://www.youtube.com/watch?v=FFABc9Aq4GgVarmt välkomna till Kapitel 8 och Tändstickspalatset!",https://venuu.se/lokaler/ivar-stockholm-tysta-rummet,https://files.venuu.se/attachments/000/014/524/02deaa50578ddefcb5cbdcdf1cdc8dbef85c2be8.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,van der Nootska Palatset,Stockholm,"S:t Paulsgatan 21, 118 46 Stockholm",Biblioteket,,,80,10,"Välkomna till van der Nootska Palatset - en unik konferens- och festvåningsanläggning på Södermalm i Stockholm, med anor från 1600-talet. Låt charmen från inredning och stilepoker genom trehundra år sätta sin prägel på din fest, konferens, bröllop eller möte!Fest & EventBiblioteket, en pampig inramning till den stora festen. Under förgyllda stuckaturer och unika takmålningar dukas här upp middagar för upp till 70 personer. Två vackra gemak, Silverkammaren och Spegelkabinettet, båda med 1700-talsinreding kompletterar sviten.Palatset rymmer flera festvåningar, salar och gemak, för alla typer av fester och middagar. Från den mindre familjära middagen till den stora pampiga festen. Vi sätter en ära i att skapa förstklassiga menyer av säsongens bästa råvaror och vi hjälper naturligtvis till med att välja drycker till ditt menyval. Vi hjälper dig med alla arrangemang kring festen så att du och dina gäster kan luta er tillbaka och njuta av en lyckad kväll.KonferensLåt den litterära miljön i Biblioteket inspirera till stordåd. Silverkammaren med väggmålningar från 1700-talet, symboliserande våra fem sinnen och Spegelkabinettet med förgyllda listverk och spegelklädda väggar, inbjuder båda till en stunds ro, eller till grupparbeten.Van der Nootska Palatset erbjuder nio konferenslokaler i olika storlekar - alla med sin speciella charm! Från mindre sammanträdesrum i de gamla sovgemaken, till den stora balsalen för konferens upp till 150 personer.Till varje konferens hör god mat och dryck! Palatset kan erbjuda allt från en slät kopp kaffe, till en lyxig tre-rätters middag. Önskar ni landgångar, snittar, tapas eller dylikt ordnar vi naturligtvis det.Julbord på palatset 2022Vad sägs om en magisk julmiddag i ett anrikt palats med Fanny- och Alexanderstämning i varenda vrå? Välkommen till van der Nootska palatsets jul. I år serveras julmiddagen direkt till bordet i fyra serveringar och innehåller bland annat sill, lax, kallskuret, julgris och klassiska sötsaker. Julbordet serveras från den 23 november till den 22 december och kostar 737-889 kr (exkl. moms) beroende på dag och tid. Vill du veta mer eller boka bord? Kontakta oss via: info@vandernootska.se",https://venuu.se/lokaler/van-der-nootska-palatset-biblioteket-stockholm,https://files.venuu.se/attachments/000/026/953/b876c3447f757f49b0b7c3d58c4d6884d693cc74.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
