Date (GMT),Job Link,Origin URL,Room Details List Limit,Position,Room Name,Room Size,Room Type,Number of People,Room Cost,Number of People Range,City,Place,Phone Number (from Phone Number),Google Details,Captured Texts,Hotel Name,PDF,create pdf link,Google Link (from Google Link),Room Details List,Hotel Name (from Room Details List),Location Name,Number of Rooms,Location Description,Image Attachment,Phone Number,Google Link
2023-06-16 11:39:39,https://dashboard.browse.ai/teams/personal/robots/d2ac8762-a509-49d2-86f7-b0abb4530e75/history/495f3041-5228-44b6-842a-043e001d1677,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/berns-hotel?attendees=1&searchtype=1,10,4,Spegelsalen,5M x 10M x 2M (WxLxH),Meeting Room,48,,21 - 50,Stockholm,2023-06-16 11:39:39,Sample Number +46 77 777 0002,https://www.google.com/maps/search/?api=1&query=Berns%20Hotel,2023-06-16 11:39:39,Berns Hotel,,https://app.documint.me/integrations/airtable?template_id=648c8a1e160067102c2c904b&base_id=appTmsb0jGyj8wtOQ&table_id=tblZI7guzdSR0k7Zi&attachment_field_name=PDF&overwrite_attachments=true&record_id=recC84qXBtIrIKPyY,https://www.google.com/maps/search/?api=1&query=Berns%20Hotel,,,Berns Hotel,7 Spaces,Traditional Six-story Hotel housed in a building dating from 1863.,bernshotel-18.jpg (https://v5.airtableusercontent.com/v1/18/18/1687197600000/_QteyOIhWux_-FJZoZMRcA/B0En9DDYHG0SHRvVISFV5AV-ljUS5e-gvDUjRZ2IwAxxp5pOkf3RA0x2qjLEwhMxADHvXxroJScNLzixFj4Z4Bc3R2ArcHiH1OWDMrKtth4/TufnFq0FD6-ruNWH1mBagkejypV1Bwm9mcHkLE0e8II),Sample Number +46 77 777 0002,https://www.google.com/maps/search/?api=1&query=Berns%20Hotel
2023-06-16 11:39:39,https://dashboard.browse.ai/teams/personal/robots/d2ac8762-a509-49d2-86f7-b0abb4530e75/history/495f3041-5228-44b6-842a-043e001d1677,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/berns-hotel?attendees=1&searchtype=1,10,8,,,,,,1 - 10,Stockholm,2023-06-16 11:39:39,Sample Number +46 77 777 0002,https://www.google.com/maps/search/?api=1&query=Berns%20Hotel,2023-06-16 11:39:39,Berns Hotel,,https://app.documint.me/integrations/airtable?template_id=648c8a1e160067102c2c904b&base_id=appTmsb0jGyj8wtOQ&table_id=tblZI7guzdSR0k7Zi&attachment_field_name=PDF&overwrite_attachments=true&record_id=recC84qXBtIrIKPyY,https://www.google.com/maps/search/?api=1&query=Berns%20Hotel,,,Berns Hotel,7 Spaces,Traditional Six-story Hotel housed in a building dating from 1863.,bernshotel-18.jpg (https://v5.airtableusercontent.com/v1/18/18/1687197600000/_QteyOIhWux_-FJZoZMRcA/B0En9DDYHG0SHRvVISFV5AV-ljUS5e-gvDUjRZ2IwAxxp5pOkf3RA0x2qjLEwhMxADHvXxroJScNLzixFj4Z4Bc3R2ArcHiH1OWDMrKtth4/TufnFq0FD6-ruNWH1mBagkejypV1Bwm9mcHkLE0e8II),Sample Number +46 77 777 0002,https://www.google.com/maps/search/?api=1&query=Berns%20Hotel
2023-06-16 11:39:39,https://dashboard.browse.ai/teams/personal/robots/d2ac8762-a509-49d2-86f7-b0abb4530e75/history/495f3041-5228-44b6-842a-043e001d1677,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/berns-hotel?attendees=1&searchtype=1,10,3,Ljusgarden,6M x 19M x 2.5M (WxLxH),Meeting Room,70,,more than 50,Stockholm,2023-06-16 11:39:39,Sample Number +46 77 777 0002,https://www.google.com/maps/search/?api=1&query=Berns%20Hotel,2023-06-16 11:39:39,Berns Hotel,,https://app.documint.me/integrations/airtable?template_id=648c8a1e160067102c2c904b&base_id=appTmsb0jGyj8wtOQ&table_id=tblZI7guzdSR0k7Zi&attachment_field_name=PDF&overwrite_attachments=true&record_id=recC84qXBtIrIKPyY,https://www.google.com/maps/search/?api=1&query=Berns%20Hotel,,,Berns Hotel,7 Spaces,Traditional Six-story Hotel housed in a building dating from 1863.,bernshotel-18.jpg (https://v5.airtableusercontent.com/v1/18/18/1687197600000/_QteyOIhWux_-FJZoZMRcA/B0En9DDYHG0SHRvVISFV5AV-ljUS5e-gvDUjRZ2IwAxxp5pOkf3RA0x2qjLEwhMxADHvXxroJScNLzixFj4Z4Bc3R2ArcHiH1OWDMrKtth4/TufnFq0FD6-ruNWH1mBagkejypV1Bwm9mcHkLE0e8II),Sample Number +46 77 777 0002,https://www.google.com/maps/search/?api=1&query=Berns%20Hotel
2023-06-16 11:41:53,https://dashboard.browse.ai/teams/personal/robots/d2ac8762-a509-49d2-86f7-b0abb4530e75/history/521e622b-b412-4484-8c74-9361e15487d6,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/eliteedenparkhotelstockholm?attendees=1&searchtype=1,10,1,MEETING ROOM 214,,Meeting Room,8,,1 - 10,Stockholm,2023-06-16 11:41:53,Sample Number +46 77 777 0008,https://www.google.com/maps/search/?api=1&query=Elite%20Eden%20Park%20Hotel%2C%20Stockholm,2023-06-16 11:41:53,"Elite Eden Park Hotel, Stockholm",,https://app.documint.me/integrations/airtable?template_id=648c8a1e160067102c2c904b&base_id=appTmsb0jGyj8wtOQ&table_id=tblZI7guzdSR0k7Zi&attachment_field_name=PDF&overwrite_attachments=true&record_id=recbGNfD3WD8pUAGQ,https://www.google.com/maps/search/?api=1&query=Elite%20Eden%20Park%20Hotel%2C%20Stockholm,,,"Elite Eden Park Hotel, Stockholm",2 Spaces,"Elite Eden Park Hotel is situated next to the beautiful Humlegården park and vibrant Stureplan. The hotel is the ideal choice for small meetings and when you want to meet undisturbed and in private. Here, in the heart of Stockholm, we offer you two exclusive meeting suites for up to 8 people. The central location makes meeting easy. The hotel is located a mere 400 meters from the metro and buses stop outside the door.",eliteedenparkhotelstockholm-1.png (https://v5.airtableusercontent.com/v1/18/18/1687197600000/_qi5zyPzZSUZOx9hQLrpdw/AM9OqAzKgf3WFq7E2OZUxIcRFMaVO-uUXBSpjxT1EKKYTSU2FObdXDYmr11wh1k8SJh0aCyRsc7-l6Clo1QzcMI_CyjNJ5qn8UH24hvehJa0cfR3THqWPW0t0q-QZjiJ/RGlaSfaduYwW7eOxIXU_-Rn90ZPR0T7QN9Poh32PE4U),Sample Number +46 77 777 0008,https://www.google.com/maps/search/?api=1&query=Elite%20Eden%20Park%20Hotel%2C%20Stockholm
2023-06-16 11:41:53,https://dashboard.browse.ai/teams/personal/robots/d2ac8762-a509-49d2-86f7-b0abb4530e75/history/521e622b-b412-4484-8c74-9361e15487d6,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/eliteedenparkhotelstockholm?attendees=1&searchtype=1,10,2,SUITE 315,,Meeting Room,6,,1 - 10,Stockholm,2023-06-16 11:41:53,Sample Number +46 77 777 0008,https://www.google.com/maps/search/?api=1&query=Elite%20Eden%20Park%20Hotel%2C%20Stockholm,2023-06-16 11:41:53,"Elite Eden Park Hotel, Stockholm",,https://app.documint.me/integrations/airtable?template_id=648c8a1e160067102c2c904b&base_id=appTmsb0jGyj8wtOQ&table_id=tblZI7guzdSR0k7Zi&attachment_field_name=PDF&overwrite_attachments=true&record_id=recbGNfD3WD8pUAGQ,https://www.google.com/maps/search/?api=1&query=Elite%20Eden%20Park%20Hotel%2C%20Stockholm,,,"Elite Eden Park Hotel, Stockholm",2 Spaces,"Elite Eden Park Hotel is situated next to the beautiful Humlegården park and vibrant Stureplan. The hotel is the ideal choice for small meetings and when you want to meet undisturbed and in private. Here, in the heart of Stockholm, we offer you two exclusive meeting suites for up to 8 people. The central location makes meeting easy. The hotel is located a mere 400 meters from the metro and buses stop outside the door.",eliteedenparkhotelstockholm-1.png (https://v5.airtableusercontent.com/v1/18/18/1687197600000/_qi5zyPzZSUZOx9hQLrpdw/AM9OqAzKgf3WFq7E2OZUxIcRFMaVO-uUXBSpjxT1EKKYTSU2FObdXDYmr11wh1k8SJh0aCyRsc7-l6Clo1QzcMI_CyjNJ5qn8UH24hvehJa0cfR3THqWPW0t0q-QZjiJ/RGlaSfaduYwW7eOxIXU_-Rn90ZPR0T7QN9Poh32PE4U),Sample Number +46 77 777 0008,https://www.google.com/maps/search/?api=1&query=Elite%20Eden%20Park%20Hotel%2C%20Stockholm
2023-06-16 11:41:53,https://dashboard.browse.ai/teams/personal/robots/d2ac8762-a509-49d2-86f7-b0abb4530e75/history/521e622b-b412-4484-8c74-9361e15487d6,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/eliteedenparkhotelstockholm?attendees=1&searchtype=1,10,3,,,,,,1 - 10,Stockholm,2023-06-16 11:41:53,Sample Number +46 77 777 0008,https://www.google.com/maps/search/?api=1&query=Elite%20Eden%20Park%20Hotel%2C%20Stockholm,2023-06-16 11:41:53,"Elite Eden Park Hotel, Stockholm",,https://app.documint.me/integrations/airtable?template_id=648c8a1e160067102c2c904b&base_id=appTmsb0jGyj8wtOQ&table_id=tblZI7guzdSR0k7Zi&attachment_field_name=PDF&overwrite_attachments=true&record_id=recbGNfD3WD8pUAGQ,https://www.google.com/maps/search/?api=1&query=Elite%20Eden%20Park%20Hotel%2C%20Stockholm,,,"Elite Eden Park Hotel, Stockholm",2 Spaces,"Elite Eden Park Hotel is situated next to the beautiful Humlegården park and vibrant Stureplan. The hotel is the ideal choice for small meetings and when you want to meet undisturbed and in private. Here, in the heart of Stockholm, we offer you two exclusive meeting suites for up to 8 people. The central location makes meeting easy. The hotel is located a mere 400 meters from the metro and buses stop outside the door.",eliteedenparkhotelstockholm-1.png (https://v5.airtableusercontent.com/v1/18/18/1687197600000/_qi5zyPzZSUZOx9hQLrpdw/AM9OqAzKgf3WFq7E2OZUxIcRFMaVO-uUXBSpjxT1EKKYTSU2FObdXDYmr11wh1k8SJh0aCyRsc7-l6Clo1QzcMI_CyjNJ5qn8UH24hvehJa0cfR3THqWPW0t0q-QZjiJ/RGlaSfaduYwW7eOxIXU_-Rn90ZPR0T7QN9Poh32PE4U),Sample Number +46 77 777 0008,https://www.google.com/maps/search/?api=1&query=Elite%20Eden%20Park%20Hotel%2C%20Stockholm
2023-06-16 11:41:45,https://dashboard.browse.ai/teams/personal/robots/d2ac8762-a509-49d2-86f7-b0abb4530e75/history/5814db5c-96bb-4b0e-a5f4-ffe2558f26b7,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelstockholmplaza?attendees=1&searchtype=1,10,1,CLUBRUMMET,,Meeting Room,10,,1 - 10,Stockholm,2023-06-16 11:41:45,Sample Number +46 77 777 0007,https://www.google.com/maps/search/?api=1&query=Elite%20Hotel%20Stockholm%20Plaza,2023-06-16 11:41:45,Elite Hotel Stockholm Plaza,,https://app.documint.me/integrations/airtable?template_id=648c8a1e160067102c2c904b&base_id=appTmsb0jGyj8wtOQ&table_id=tblZI7guzdSR0k7Zi&attachment_field_name=PDF&overwrite_attachments=true&record_id=rec7ORkgFxxISx7Uy,https://www.google.com/maps/search/?api=1&query=Elite%20Hotel%20Stockholm%20Plaza,,,Elite Hotel Stockholm Plaza,3 Spaces,"Elite Hotel Stockholm Plaza offers three meeting rooms on the ground floor, bright, airy and equipped with comfortable chairs, Wi-Fi, fruit and water. The venues have access to a foyer area where we serve a nice boost of energy, our appreciated “Coffee break by Elite”.",elitehotelstockholmplaza-2.png (https://v5.airtableusercontent.com/v1/18/18/1687197600000/JKPXCHhtmSu4Cehay7Tqig/tW_QTbF7zctb2aSEq8HHuxLfY6Ym-_MX01PBGPYDP5nY6GKi1c0JO3vTrh7sKGDk7_sR33-CGTdxwjV-yhTHevnitpVFY72VJNXw7cTh475_iHcK0V2mxMOCXx12GazE/cz8QiogbK9ReDh3jaRjvypw-OgvZoSIPLTlxyfKPuco),Sample Number +46 77 777 0007,https://www.google.com/maps/search/?api=1&query=Elite%20Hotel%20Stockholm%20Plaza
2023-06-16 11:41:45,https://dashboard.browse.ai/teams/personal/robots/d2ac8762-a509-49d2-86f7-b0abb4530e75/history/5814db5c-96bb-4b0e-a5f4-ffe2558f26b7,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelstockholmplaza?attendees=1&searchtype=1,10,2,CLARA,,Meeting Room,20,,11 - 20,Stockholm,2023-06-16 11:41:45,Sample Number +46 77 777 0007,https://www.google.com/maps/search/?api=1&query=Elite%20Hotel%20Stockholm%20Plaza,2023-06-16 11:41:45,Elite Hotel Stockholm Plaza,,https://app.documint.me/integrations/airtable?template_id=648c8a1e160067102c2c904b&base_id=appTmsb0jGyj8wtOQ&table_id=tblZI7guzdSR0k7Zi&attachment_field_name=PDF&overwrite_attachments=true&record_id=rec7ORkgFxxISx7Uy,https://www.google.com/maps/search/?api=1&query=Elite%20Hotel%20Stockholm%20Plaza,,,Elite Hotel Stockholm Plaza,3 Spaces,"Elite Hotel Stockholm Plaza offers three meeting rooms on the ground floor, bright, airy and equipped with comfortable chairs, Wi-Fi, fruit and water. The venues have access to a foyer area where we serve a nice boost of energy, our appreciated “Coffee break by Elite”.",elitehotelstockholmplaza-2.png (https://v5.airtableusercontent.com/v1/18/18/1687197600000/JKPXCHhtmSu4Cehay7Tqig/tW_QTbF7zctb2aSEq8HHuxLfY6Ym-_MX01PBGPYDP5nY6GKi1c0JO3vTrh7sKGDk7_sR33-CGTdxwjV-yhTHevnitpVFY72VJNXw7cTh475_iHcK0V2mxMOCXx12GazE/cz8QiogbK9ReDh3jaRjvypw-OgvZoSIPLTlxyfKPuco),Sample Number +46 77 777 0007,https://www.google.com/maps/search/?api=1&query=Elite%20Hotel%20Stockholm%20Plaza
2023-06-16 11:41:45,https://dashboard.browse.ai/teams/personal/robots/d2ac8762-a509-49d2-86f7-b0abb4530e75/history/5814db5c-96bb-4b0e-a5f4-ffe2558f26b7,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelstockholmplaza?attendees=1&searchtype=1,10,4,,,,,,1 - 10,Stockholm,2023-06-16 11:41:45,Sample Number +46 77 777 0007,https://www.google.com/maps/search/?api=1&query=Elite%20Hotel%20Stockholm%20Plaza,2023-06-16 11:41:45,Elite Hotel Stockholm Plaza,,https://app.documint.me/integrations/airtable?template_id=648c8a1e160067102c2c904b&base_id=appTmsb0jGyj8wtOQ&table_id=tblZI7guzdSR0k7Zi&attachment_field_name=PDF&overwrite_attachments=true&record_id=rec7ORkgFxxISx7Uy,https://www.google.com/maps/search/?api=1&query=Elite%20Hotel%20Stockholm%20Plaza,,,Elite Hotel Stockholm Plaza,3 Spaces,"Elite Hotel Stockholm Plaza offers three meeting rooms on the ground floor, bright, airy and equipped with comfortable chairs, Wi-Fi, fruit and water. The venues have access to a foyer area where we serve a nice boost of energy, our appreciated “Coffee break by Elite”.",elitehotelstockholmplaza-2.png (https://v5.airtableusercontent.com/v1/18/18/1687197600000/JKPXCHhtmSu4Cehay7Tqig/tW_QTbF7zctb2aSEq8HHuxLfY6Ym-_MX01PBGPYDP5nY6GKi1c0JO3vTrh7sKGDk7_sR33-CGTdxwjV-yhTHevnitpVFY72VJNXw7cTh475_iHcK0V2mxMOCXx12GazE/cz8QiogbK9ReDh3jaRjvypw-OgvZoSIPLTlxyfKPuco),Sample Number +46 77 777 0007,https://www.google.com/maps/search/?api=1&query=Elite%20Hotel%20Stockholm%20Plaza
2023-06-16 11:41:45,https://dashboard.browse.ai/teams/personal/robots/d2ac8762-a509-49d2-86f7-b0abb4530e75/history/5814db5c-96bb-4b0e-a5f4-ffe2558f26b7,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelstockholmplaza?attendees=1&searchtype=1,10,3,DAMBERG,,Meeting Room,20,,11 - 20,Stockholm,2023-06-16 11:41:45,Sample Number +46 77 777 0007,https://www.google.com/maps/search/?api=1&query=Elite%20Hotel%20Stockholm%20Plaza,2023-06-16 11:41:45,Elite Hotel Stockholm Plaza,,https://app.documint.me/integrations/airtable?template_id=648c8a1e160067102c2c904b&base_id=appTmsb0jGyj8wtOQ&table_id=tblZI7guzdSR0k7Zi&attachment_field_name=PDF&overwrite_attachments=true&record_id=rec7ORkgFxxISx7Uy,https://www.google.com/maps/search/?api=1&query=Elite%20Hotel%20Stockholm%20Plaza,,,Elite Hotel Stockholm Plaza,3 Spaces,"Elite Hotel Stockholm Plaza offers three meeting rooms on the ground floor, bright, airy and equipped with comfortable chairs, Wi-Fi, fruit and water. The venues have access to a foyer area where we serve a nice boost of energy, our appreciated “Coffee break by Elite”.",elitehotelstockholmplaza-2.png (https://v5.airtableusercontent.com/v1/18/18/1687197600000/JKPXCHhtmSu4Cehay7Tqig/tW_QTbF7zctb2aSEq8HHuxLfY6Ym-_MX01PBGPYDP5nY6GKi1c0JO3vTrh7sKGDk7_sR33-CGTdxwjV-yhTHevnitpVFY72VJNXw7cTh475_iHcK0V2mxMOCXx12GazE/cz8QiogbK9ReDh3jaRjvypw-OgvZoSIPLTlxyfKPuco),Sample Number +46 77 777 0007,https://www.google.com/maps/search/?api=1&query=Elite%20Hotel%20Stockholm%20Plaza
2023-06-16 11:39:33,https://dashboard.browse.ai/teams/personal/robots/d2ac8762-a509-49d2-86f7-b0abb4530e75/history/c60d7a76-cff2-4fa7-b595-d7576eba9400,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1&searchtype=1,10,7,Inspiration,3.83M x 8.12M x 2.52M (WxLxH),Meeting Room,15,kr13375/day,11 - 20,Stockholm,2023-06-16 11:39:33,Sample Number +46 77 777 0001,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel,2023-06-16 11:39:33,Freys Hotel,,https://app.documint.me/integrations/airtable?template_id=648c8a1e160067102c2c904b&base_id=appTmsb0jGyj8wtOQ&table_id=tblZI7guzdSR0k7Zi&attachment_field_name=PDF&overwrite_attachments=true&record_id=recRgM5Rjxz7Jm71S,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel,,,Freys Hotel,11 Spaces,"Four star Freys Hotel is located right in the city centre of Stockholm, a pleasant stroll from the Old Town and with shopping, many good restaurants, bars, major sights right on the door step. The Airport Express train stops conveniently across the street from the hotel.",freyshotel-8.jpg (https://v5.airtableusercontent.com/v1/18/18/1687197600000/M8FOX_n3tNQamdCcmthQ4A/BXDfEXnkr8BEW_Z7w893asZERTB6GFEYQ6UvJf8zOc6Vnj_OQPsUpJNqjbgpIg2iCodK7jfPrMp4NMvP3IfwDwmrs1BR1JxF_auuKolQVQQ/uniOSchUkkPtL_DtYspv5i_xkUjEF38u5D-Go9CTsb4),Sample Number +46 77 777 0001,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel
2023-06-16 11:39:33,https://dashboard.browse.ai/teams/personal/robots/d2ac8762-a509-49d2-86f7-b0abb4530e75/history/c60d7a76-cff2-4fa7-b595-d7576eba9400,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1&searchtype=1,10,9,Conference Floor,5M x 45M x 3M (WxLxH),Meeting Room,150,,more than 50,Stockholm,2023-06-16 11:39:33,Sample Number +46 77 777 0001,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel,2023-06-16 11:39:33,Freys Hotel,,https://app.documint.me/integrations/airtable?template_id=648c8a1e160067102c2c904b&base_id=appTmsb0jGyj8wtOQ&table_id=tblZI7guzdSR0k7Zi&attachment_field_name=PDF&overwrite_attachments=true&record_id=recRgM5Rjxz7Jm71S,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel,,,Freys Hotel,11 Spaces,"Four star Freys Hotel is located right in the city centre of Stockholm, a pleasant stroll from the Old Town and with shopping, many good restaurants, bars, major sights right on the door step. The Airport Express train stops conveniently across the street from the hotel.",freyshotel-8.jpg (https://v5.airtableusercontent.com/v1/18/18/1687197600000/M8FOX_n3tNQamdCcmthQ4A/BXDfEXnkr8BEW_Z7w893asZERTB6GFEYQ6UvJf8zOc6Vnj_OQPsUpJNqjbgpIg2iCodK7jfPrMp4NMvP3IfwDwmrs1BR1JxF_auuKolQVQQ/uniOSchUkkPtL_DtYspv5i_xkUjEF38u5D-Go9CTsb4),Sample Number +46 77 777 0001,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel
2023-06-16 11:39:33,https://dashboard.browse.ai/teams/personal/robots/d2ac8762-a509-49d2-86f7-b0abb4530e75/history/c60d7a76-cff2-4fa7-b595-d7576eba9400,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1&searchtype=1,10,4,Wisdom,4.48M x 3.8M x 2.52M (WxLxH),Meeting Room,8,kr8375/day,1 - 10,Stockholm,2023-06-16 11:39:33,Sample Number +46 77 777 0001,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel,2023-06-16 11:39:33,Freys Hotel,,https://app.documint.me/integrations/airtable?template_id=648c8a1e160067102c2c904b&base_id=appTmsb0jGyj8wtOQ&table_id=tblZI7guzdSR0k7Zi&attachment_field_name=PDF&overwrite_attachments=true&record_id=recRgM5Rjxz7Jm71S,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel,,,Freys Hotel,11 Spaces,"Four star Freys Hotel is located right in the city centre of Stockholm, a pleasant stroll from the Old Town and with shopping, many good restaurants, bars, major sights right on the door step. The Airport Express train stops conveniently across the street from the hotel.",freyshotel-8.jpg (https://v5.airtableusercontent.com/v1/18/18/1687197600000/M8FOX_n3tNQamdCcmthQ4A/BXDfEXnkr8BEW_Z7w893asZERTB6GFEYQ6UvJf8zOc6Vnj_OQPsUpJNqjbgpIg2iCodK7jfPrMp4NMvP3IfwDwmrs1BR1JxF_auuKolQVQQ/uniOSchUkkPtL_DtYspv5i_xkUjEF38u5D-Go9CTsb4),Sample Number +46 77 777 0001,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel
2023-06-16 11:39:33,https://dashboard.browse.ai/teams/personal/robots/d2ac8762-a509-49d2-86f7-b0abb4530e75/history/c60d7a76-cff2-4fa7-b595-d7576eba9400,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1&searchtype=1,10,3,Balance,2.85M x 3.83M x 2.53M (WxLxH),Meeting Room,6,kr4875/day,1 - 10,Stockholm,2023-06-16 11:39:33,Sample Number +46 77 777 0001,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel,2023-06-16 11:39:33,Freys Hotel,,https://app.documint.me/integrations/airtable?template_id=648c8a1e160067102c2c904b&base_id=appTmsb0jGyj8wtOQ&table_id=tblZI7guzdSR0k7Zi&attachment_field_name=PDF&overwrite_attachments=true&record_id=recRgM5Rjxz7Jm71S,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel,,,Freys Hotel,11 Spaces,"Four star Freys Hotel is located right in the city centre of Stockholm, a pleasant stroll from the Old Town and with shopping, many good restaurants, bars, major sights right on the door step. The Airport Express train stops conveniently across the street from the hotel.",freyshotel-8.jpg (https://v5.airtableusercontent.com/v1/18/18/1687197600000/M8FOX_n3tNQamdCcmthQ4A/BXDfEXnkr8BEW_Z7w893asZERTB6GFEYQ6UvJf8zOc6Vnj_OQPsUpJNqjbgpIg2iCodK7jfPrMp4NMvP3IfwDwmrs1BR1JxF_auuKolQVQQ/uniOSchUkkPtL_DtYspv5i_xkUjEF38u5D-Go9CTsb4),Sample Number +46 77 777 0001,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel
2023-06-16 11:39:33,https://dashboard.browse.ai/teams/personal/robots/d2ac8762-a509-49d2-86f7-b0abb4530e75/history/c60d7a76-cff2-4fa7-b595-d7576eba9400,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1&searchtype=1,10,8,Energy,5.72M x 8.51M x 3.01M (WxLxH),Meeting Room,22,kr18250/day,21 - 50,Stockholm,2023-06-16 11:39:33,Sample Number +46 77 777 0001,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel,2023-06-16 11:39:33,Freys Hotel,,https://app.documint.me/integrations/airtable?template_id=648c8a1e160067102c2c904b&base_id=appTmsb0jGyj8wtOQ&table_id=tblZI7guzdSR0k7Zi&attachment_field_name=PDF&overwrite_attachments=true&record_id=recRgM5Rjxz7Jm71S,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel,,,Freys Hotel,11 Spaces,"Four star Freys Hotel is located right in the city centre of Stockholm, a pleasant stroll from the Old Town and with shopping, many good restaurants, bars, major sights right on the door step. The Airport Express train stops conveniently across the street from the hotel.",freyshotel-8.jpg (https://v5.airtableusercontent.com/v1/18/18/1687197600000/M8FOX_n3tNQamdCcmthQ4A/BXDfEXnkr8BEW_Z7w893asZERTB6GFEYQ6UvJf8zOc6Vnj_OQPsUpJNqjbgpIg2iCodK7jfPrMp4NMvP3IfwDwmrs1BR1JxF_auuKolQVQQ/uniOSchUkkPtL_DtYspv5i_xkUjEF38u5D-Go9CTsb4),Sample Number +46 77 777 0001,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel
2023-06-16 11:39:33,https://dashboard.browse.ai/teams/personal/robots/d2ac8762-a509-49d2-86f7-b0abb4530e75/history/c60d7a76-cff2-4fa7-b595-d7576eba9400,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1&searchtype=1,10,1,Harmony,3.41M x 3.82M x 2.52M (WxLxH),Meeting Room,5,kr4875/day,1 - 10,Stockholm,2023-06-16 11:39:33,Sample Number +46 77 777 0001,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel,2023-06-16 11:39:33,Freys Hotel,,https://app.documint.me/integrations/airtable?template_id=648c8a1e160067102c2c904b&base_id=appTmsb0jGyj8wtOQ&table_id=tblZI7guzdSR0k7Zi&attachment_field_name=PDF&overwrite_attachments=true&record_id=recRgM5Rjxz7Jm71S,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel,,,Freys Hotel,11 Spaces,"Four star Freys Hotel is located right in the city centre of Stockholm, a pleasant stroll from the Old Town and with shopping, many good restaurants, bars, major sights right on the door step. The Airport Express train stops conveniently across the street from the hotel.",freyshotel-8.jpg (https://v5.airtableusercontent.com/v1/18/18/1687197600000/M8FOX_n3tNQamdCcmthQ4A/BXDfEXnkr8BEW_Z7w893asZERTB6GFEYQ6UvJf8zOc6Vnj_OQPsUpJNqjbgpIg2iCodK7jfPrMp4NMvP3IfwDwmrs1BR1JxF_auuKolQVQQ/uniOSchUkkPtL_DtYspv5i_xkUjEF38u5D-Go9CTsb4),Sample Number +46 77 777 0001,https://www.google.com/maps/search/?api=1&query=Freys%20Hotel
